base_currency,currency,converted_rate,date
PKR,AED,75.81887461803704,2024-11-17
PKR,AFN,4.0794179764595,2024-11-17
PKR,ALL,2.993652389013095,2024-11-17
PKR,AMD,0.7147172043660782,2024-11-17
PKR,ANG,154.0561752482239,2024-11-17
PKR,AOA,0.3053572169785565,2024-11-17
PKR,ARS,0.2792603979200403,2024-11-17
PKR,AUD,179.90188415696917,2024-11-17
PKR,AWG,155.1453676113189,2024-11-17
PKR,AZN,163.4335255483024,2024-11-17
PKR,BAM,150.1571078082958,2024-11-17
PKR,BBD,137.50867867028356,2024-11-17
PKR,BDT,2.3233963594987364,2024-11-17
PKR,BGN,149.9209922000002,2024-11-17
PKR,BHD,739.7414545793479,2024-11-17
PKR,BIF,0.0940158464586289,2024-11-17
PKR,BMD,278.4857752239766,2024-11-17
PKR,BND,207.10675923666423,2024-11-17
PKR,BOB,40.18022919946571,2024-11-17
PKR,BRL,48.04006925291366,2024-11-17
PKR,BSD,277.65659428977733,2024-11-17
PKR,BTC,25069506.761869222,2024-11-17
PKR,BTN,3.3046722262253385,2024-11-17
PKR,BWP,20.309633281487173,2024-11-17
PKR,BYN,84.84105023296746,2024-11-17
PKR,BYR,0.014208463985221733,2024-11-17
PKR,BZD,137.74087807111232,2024-11-17
PKR,CAD,197.5007119101184,2024-11-17
PKR,CDF,0.09720274308043098,2024-11-17
PKR,CHF,313.6322619852461,2024-11-17
PKR,CLF,7838.479192803565,2024-11-17
PKR,CLP,0.28554775492855855,2024-11-17
PKR,CNY,38.50476679379078,2024-11-17
PKR,CNH,38.48376988024217,2024-11-17
PKR,COP,0.061898471839867845,2024-11-17
PKR,CRC,0.5455643682850378,2024-11-17
PKR,CUC,278.4857752239766,2024-11-17
PKR,CUP,10.508901503181912,2024-11-17
PKR,CVE,2.6633773175730457,2024-11-17
PKR,CZK,11.620087302721664,2024-11-17
PKR,DJF,1.5592105086749932,2024-11-17
PKR,DKK,39.345053258317876,2024-11-17
PKR,DOP,4.608148439738019,2024-11-17
PKR,DZD,2.0909740090728635,2024-11-17
PKR,EGP,5.649161303704464,2024-11-17
PKR,ERN,18.56572656477505,2024-11-17
PKR,ETB,2.2927185472893887,2024-11-17
PKR,EUR,293.652946,2024-11-17
PKR,FJD,122.3602885782098,2024-11-17
PKR,FKP,352.8189137395546,2024-11-17
PKR,GBP,351.3935891805605,2024-11-17
PKR,GEL,101.82151576440613,2024-11-17
PKR,GGP,352.8189137395546,2024-11-17
PKR,GHS,17.38044007791615,2024-11-17
PKR,GIP,352.8189137395546,2024-11-17
PKR,GMD,3.9223168923497833,2024-11-17
PKR,GNF,0.03221912228514068,2024-11-17
PKR,GTQ,35.950212301839684,2024-11-17
PKR,GYD,1.3277150878333384,2024-11-17
PKR,HKD,35.76979829032677,2024-11-17
PKR,HNL,10.994208526949954,2024-11-17
PKR,HRK,39.040487896838954,2024-11-17
PKR,HTG,2.1120266075426937,2024-11-17
PKR,HUF,0.7191835893145286,2024-11-17
PKR,IDR,0.017516708962441337,2024-11-17
PKR,ILS,74.27074798858925,2024-11-17
PKR,IMP,352.8189137395546,2024-11-17
PKR,INR,3.296559071231275,2024-11-17
PKR,IQD,0.2119495522801715,2024-11-17
PKR,IRR,0.006616044874000932,2024-11-17
PKR,ISK,2.023139216824038,2024-11-17
PKR,JEP,352.8189137395546,2024-11-17
PKR,JMD,1.7482872939755034,2024-11-17
PKR,JOD,392.7290631302459,2024-11-17
PKR,JPY,1.804658152993776,2024-11-17
PKR,KES,2.143942904419998,2024-11-17
PKR,KGS,3.219348730915094,2024-11-17
PKR,KHR,0.06872859808918555,2024-11-17
PKR,KMF,0.5968726795194007,2024-11-17
PKR,KPW,0.30942890160970377,2024-11-17
PKR,KRW,0.19949917533785622,2024-11-17
PKR,KWD,905.5257516420487,2024-11-17
PKR,KYD,333.15628634021874,2024-11-17
PKR,KZT,0.5587042450333627,2024-11-17
PKR,LAK,0.012635629448163434,2024-11-17
PKR,LBP,0.0031005011610874397,2024-11-17
PKR,LKR,0.9503812158786346,2024-11-17
PKR,LRD,1.5089780053233373,2024-11-17
PKR,LSL,15.261434137373046,2024-11-17
PKR,LTL,94.31438992225604,2024-11-17
PKR,LVL,460.3908634535004,2024-11-17
PKR,LYD,56.84809852616515,2024-11-17
PKR,MAD,27.849908660044463,2024-11-17
PKR,MDL,15.280571477753032,2024-11-17
PKR,MGA,0.05969050805038689,2024-11-17
PKR,MKD,4.766714805160518,2024-11-17
PKR,MMK,0.08574176067685095,2024-11-17
PKR,MNT,0.08195582651334664,2024-11-17
PKR,MOP,34.625630822197486,2024-11-17
PKR,MRU,6.955222059312942,2024-11-17
PKR,MUR,5.898827831404936,2024-11-17
PKR,MVR,18.024535956486204,2024-11-17
PKR,MWK,0.16012065838914874,2024-11-17
PKR,MXN,13.68807262730374,2024-11-17
PKR,MYR,62.29407173854614,2024-11-17
PKR,MZN,4.35789739622361,2024-11-17
PKR,NAD,15.261434137373046,2024-11-17
PKR,NGN,0.16717642430473587,2024-11-17
PKR,NIO,7.545665361308349,2024-11-17
PKR,NOK,25.113619150505397,2024-11-17
PKR,NPR,2.0654155014078337,2024-11-17
PKR,NZD,160.99994188379827,2024-11-17
PKR,OMR,724.2356843730423,2024-11-17
PKR,PAB,277.65659428977733,2024-11-17
PKR,PEN,73.13774489940018,2024-11-17
PKR,PGK,69.05180373541468,2024-11-17
PKR,PHP,4.741678268577686,2024-11-17
PKR,PKR,1.0,2024-11-17
PKR,PLN,67.97770520310695,2024-11-17
PKR,PYG,0.03558430868971195,2024-11-17
PKR,QAR,76.16310542123364,2024-11-17
PKR,RON,58.93626497751854,2024-11-17
PKR,RSD,2.5101267489740637,2024-11-17
PKR,RUB,2.788410065386112,2024-11-17
PKR,RWF,0.20215963348562477,2024-11-17
PKR,SAR,74.14162233320701,2024-11-17
PKR,SBD,33.19093860862585,2024-11-17
PKR,SCR,20.121272257371,2024-11-17
PKR,SDG,0.46298286310523185,2024-11-17
PKR,SEK,25.36623859642879,2024-11-17
PKR,SGD,207.25249120429675,2024-11-17
PKR,SHP,352.8189137395546,2024-11-17
PKR,SLE,12.32038580692368,2024-11-17
PKR,SLL,0.013280518429775682,2024-11-17
PKR,SOS,0.4858185270420878,2024-11-17
PKR,SRD,7.885655463929685,2024-11-17
PKR,STD,0.013454737155029114,2024-11-17
PKR,SVC,31.73174330060633,2024-11-17
PKR,SYP,0.11083883965998825,2024-11-17
PKR,SZL,15.267066800350726,2024-11-17
PKR,THB,7.992813045664267,2024-11-17
PKR,TJS,26.045843062176342,2024-11-17
PKR,TMT,79.3407009254386,2024-11-17
PKR,TND,88.00375267132839,2024-11-17
PKR,TOP,118.90415162242915,2024-11-17
PKR,TRY,8.09104247786372,2024-11-17
PKR,TTD,40.89074309146234,2024-11-17
PKR,TWD,8.574916997300644,2024-11-17
PKR,TZS,0.10438148201922723,2024-11-17
PKR,UAH,6.7218578960161794,2024-11-17
PKR,UGX,0.07565103030791545,2024-11-17
PKR,USD,278.4857752239766,2024-11-17
PKR,UYU,6.470088112175683,2024-11-17
PKR,UZS,0.021691210549753676,2024-11-17
PKR,VES,6.089504385674502,2024-11-17
PKR,VND,0.010968329819075561,2024-11-17
PKR,VUV,2.345697271908351,2024-11-17
PKR,WST,99.7588506428122,2024-11-17
PKR,XAF,0.4477081569872834,2024-11-17
PKR,XAG,8422.088106232253,2024-11-17
PKR,XAU,714484.0535279805,2024-11-17
PKR,XCD,103.04559436692075,2024-11-17
PKR,XDR,368.57087308938736,2024-11-17
PKR,XOF,0.4477081569872834,2024-11-17
PKR,XPF,2.4608116925000556,2024-11-17
PKR,YER,1.1145006603800856,2024-11-17
PKR,ZAR,16.166175162618032,2024-11-17
PKR,ZMK,0.030938739627410106,2024-11-17
PKR,ZMW,10.112854605850236,2024-11-17
PKR,ZWL,0.8648641206070471,2024-11-17
